document_id,selected_occupation,source_type,source_name,source_reference,document_text
RAG_DOC_0445,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Describe merchandise and explain use, operation, and care of merchandise to customers.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0446,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Describe merchandise and explain use, operation, and care of merchandise to customers.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0447,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Ticket, arrange, and display merchandise to promote sales.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0448,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Ticket, arrange, and display merchandise to promote sales.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0449,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Inventory stock and requisition new stock.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0450,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Inventory stock and requisition new stock.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0451,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Exchange merchandise for customers and accept returns.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0452,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Exchange merchandise for customers and accept returns.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0453,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Watch for and recognize security risks and thefts and know how to prevent or handle these situations.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0454,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Watch for and recognize security risks and thefts and know how to prevent or handle these situations.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0455,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Place special orders or call other stores to find desired items.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0456,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Place special orders or call other stores to find desired items.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0457,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Clean shelves, counters, and tables.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0458,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Clean shelves, counters, and tables.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0459,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Maintain records related to sales.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0460,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Maintain records related to sales.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0461,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Open and close cash registers, performing tasks such as counting money, separating charge slips, coupons, and vouchers, balancing cash drawers, and making deposits.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0462,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Open and close cash registers, performing tasks such as counting money, separating charge slips, coupons, and vouchers, balancing cash drawers, and making deposits.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0463,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Prepare sales slips or sales contracts.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0464,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Prepare sales slips or sales contracts.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0465,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Estimate and quote trade-in allowances.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0466,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Estimate and quote trade-in allowances.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0467,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Bag or package purchases and wrap gifts.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0468,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Bag or package purchases and wrap gifts.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0469,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Help customers try on or fit merchandise.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0470,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Help customers try on or fit merchandise.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0471,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Sell or arrange for delivery, insurance, financing, or service contracts for merchandise.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0472,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Sell or arrange for delivery, insurance, financing, or service contracts for merchandise.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0473,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Estimate quantity and cost of merchandise required, such as paint or floor covering.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0474,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Estimate quantity and cost of merchandise required, such as paint or floor covering.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0475,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Rent merchandise to customers.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0476,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Rent merchandise to customers.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0477,Retail Sales Associate,O*NET Task,O*NET,41-2031.00,"For Retail Sales Associate, O*NET lists the following occupational task: Estimate cost of repair or alteration of merchandise.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0478,Inside Sales Representative,O*NET Task,O*NET,41-2031.00,"For Inside Sales Representative, O*NET lists the following occupational task: Estimate cost of repair or alteration of merchandise.. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0479,Office Administrator,O*NET Task,O*NET,43-1011.00,"For Office Administrator, O*NET lists the following occupational task: Supervise the work of office, administrative, or customer service employees to ensure adherence to quality standards, deadlines, and proper procedures, correcting errors or problems.. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0480,Office Manager,O*NET Task,O*NET,43-1011.00,"For Office Manager, O*NET lists the following occupational task: Supervise the work of office, administrative, or customer service employees to ensure adherence to quality standards, deadlines, and proper procedures, correcting errors or problems.. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0481,Office Administrator,O*NET Task,O*NET,43-1011.00,"For Office Administrator, O*NET lists the following occupational task: Resolve customer complaints or answer customers' questions regarding policies and procedures.. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0482,Office Manager,O*NET Task,O*NET,43-1011.00,"For Office Manager, O*NET lists the following occupational task: Resolve customer complaints or answer customers' questions regarding policies and procedures.. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0483,Office Administrator,O*NET Task,O*NET,43-1011.00,"For Office Administrator, O*NET lists the following occupational task: Provide employees with guidance in handling difficult or complex problems or in resolving escalated complaints or disputes.. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0484,Office Manager,O*NET Task,O*NET,43-1011.00,"For Office Manager, O*NET lists the following occupational task: Provide employees with guidance in handling difficult or complex problems or in resolving escalated complaints or disputes.. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0485,Office Administrator,O*NET Task,O*NET,43-1011.00,"For Office Administrator, O*NET lists the following occupational task: Review records or reports pertaining to activities such as production, payroll, or shipping to verify details, monitor work activities, or evaluate performance.. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0486,Office Manager,O*NET Task,O*NET,43-1011.00,"For Office Manager, O*NET lists the following occupational task: Review records or reports pertaining to activities such as production, payroll, or shipping to verify details, monitor work activities, or evaluate performance.. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0487,Office Administrator,O*NET Task,O*NET,43-1011.00,"For Office Administrator, O*NET lists the following occupational task: Discuss job performance problems with employees to identify causes and issues and to work on resolving problems.. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0488,Office Manager,O*NET Task,O*NET,43-1011.00,"For Office Manager, O*NET lists the following occupational task: Discuss job performance problems with employees to identify causes and issues and to work on resolving problems.. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
